label,Category,Ti,Y,Hf,Th,U,La,Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
3,Hotspot-MOR,13.37,6592.59,9353.85,418.14,564.94,0.11,122.31,9.55,26.13,8.58,243.43,77.34,801.79,286.65,1104.12,207.87,1514.18,243.03
3,Hotspot-MOR,13.97,4394.94,8720.47,153.3,222.08,0.11,15.13,6.12,15.73,4.51,153.11,47.44,510.73,193.45,781.62,148.77,1124.62,188.92
3,Hotspot-MOR,14.06,3440.65,8854.26,258.75,299.65,0.11,33.69,6.48,12.66,2.55,117.35,39.45,413.45,147.7,603.13,113.38,851.67,136.84
3,Hotspot-MOR,15.3,4264.83,8157.56,320.15,373.91,0.11,80.97,10.29,22.84,4.99,181.37,59.25,599.32,215.37,853.58,159.79,1178.46,183.2
3,Hotspot-MOR,15.56,4927.14,6814.59,1413.7,812.3,0.11,342.74,8.71,22.41,5.77,208.97,66.96,658.19,218.27,837.49,145.67,1014.35,149.25
3,Hotspot-MOR,24.57,8848.79,8905.93,1836.39,1199.03,0.11,229.89,15.55,46.94,16.4,422.16,124.9,1215.19,411.23,1518.78,271.89,1940.47,294.73
3,Hotspot-MOR,29.24,15022.24,6355.08,2428.14,2116.84,0.11,769.37,30.67,77.52,6.24,655.11,201.52,1941.29,637.65,2374.96,421.59,2953.17,426.24
3,Hotspot-MOR,7.26,4164.67,8761.83,100.18,167.24,0.1,33.38,6.15,14.51,3.9,142.23,48.57,517.6,184.15,727.31,131.06,919.73,144.27
3,Hotspot-MOR,8.2,3103.03,6808.05,122.45,169.73,0.1,59.01,5.36,11.81,3.09,105.74,34.47,367.07,131.66,524.68,96.37,712.49,112.14
3,Hotspot-MOR,8.6,6438.03,8982.96,362.86,461.27,0.1,100.54,9.04,25.71,9.69,246.88,81.67,820.14,288.95,1115.47,208.43,1511.58,241.24
3,Hotspot-MOR,8.97,5171.57,11299.88,586.2,635.58,0.1,63.31,11.16,26.62,6.36,261.1,87.24,940.62,330.18,1346.55,246.01,1875.16,296.59
3,Hotspot-MOR,9.1,2082.13,10249.76,48.14,88.2,0.1,12.43,3.77,7.55,1.88,51.41,16.74,173.72,76.25,292.16,58.16,443.52,75.06
3,Hotspot-MOR,11.8,2393.89,9592.96,70.3,131.75,0.1,12.29,4.17,8.15,2.2,73.54,23.95,272.61,106.7,440.39,85.93,685.67,111.4
3,Hotspot-MOR,17.23,3981.89,7968.99,116.41,175.46,0.1,21.67,9.6,20.4,6.31,159.67,50.5,508.09,177.01,687.98,124.99,928,150.45
3,Hotspot-MOR,17.27,7779.56,7796.15,832.75,671.84,0.1,156.64,13.36,31.76,8.69,287.46,92.69,968.58,343.1,1346.5,239.54,1744.99,268.68
3,Hotspot-MOR,22.44,2607.36,8899.06,392.28,318.09,0.1,49.24,4.58,9.83,2.12,84.03,28.4,298.18,108.1,444.59,85.1,614.97,101.46
3,Hotspot-MOR,5.32,5232.36,10514.12,197.96,327.62,0.09,47.81,6.26,15.73,4.44,162.54,56.3,607.53,234.49,925.5,173.41,1265.5,202.21
3,Hotspot-MOR,5.33,5152.2,9024.37,271.78,437.93,0.09,60.14,7,19.3,4.29,197.14,69.17,742.96,255,1018.09,181.91,1248.68,183.18
3,Hotspot-MOR,6.29,9878.38,8605.93,510.76,623.24,0.09,134.68,12.07,30.88,7.9,298.59,104.39,1153.15,429.92,1741.88,314.57,2314.83,354.63
3,Hotspot-MOR,8.54,7733.15,10636.32,350.59,439.2,0.09,149.82,9.01,22.64,3.66,217.15,75.63,836.08,320.83,1334.46,256.26,1954.29,311.89
3,Hotspot-MOR,8.63,5937.89,9270.57,201.45,296.5,0.09,34.56,14.24,28.87,8.07,211.54,64.9,649.48,233.86,905.85,171.03,1242.58,206.48
3,Hotspot-MOR,9.66,5624.34,8576.57,208.16,275.03,0.09,25.39,7.76,20.04,4.95,174.62,59.61,648.85,238.5,1004.78,187.96,1449.07,238.59
3,Hotspot-MOR,10.73,3617.53,9602.61,128.94,196.12,0.09,12.6,4.01,8.53,2.13,96.41,34.14,392.87,154.22,670.54,132.63,1043.66,180.72
3,Hotspot-MOR,11.71,5979.07,7847.61,208.84,267.17,0.09,32.77,9.41,23.93,8.19,214.94,68.04,714.89,258.58,1023.07,186.63,1391.83,222.21
3,Hotspot-MOR,13.67,2511.08,7520.9,346.83,317.13,0.09,30.9,4.14,8.83,2.81,74.74,26.36,264.79,103.56,416.54,79.77,592.91,99.79
3,Hotspot-MOR,14.85,6998.3,8698.17,249.82,297.75,0.09,42.07,14.38,33.3,9.7,272.93,84.7,866.11,321.28,1176.82,217.16,1557.88,247.1
3,Hotspot-MOR,21.27,4000.06,8628.72,219.72,237,0.09,13.24,4.52,8.52,3.97,103.81,40.05,473.65,183.07,787.8,146.77,1096.5,177.22
3,Hotspot-MOR,23.41,5227.1,8592.42,233.79,241.74,0.09,17.14,5.33,11.57,6,152.04,55.09,602.45,222.2,913.99,167.17,1227.06,195.52
3,Hotspot-MOR,38.13,6067.04,6522.73,697.16,650.28,0.09,104.62,12.28,38.29,11.14,298.06,89.83,845.8,264.92,953.75,161.56,1125.82,158.34
3,Hotspot-MOR,4.25,5225.68,9842.83,656.97,585.45,0.08,99.8,7.5,22.78,8.18,205.97,66.58,683.05,239.44,910.37,166.62,1214.01,188.37
3,Hotspot-MOR,5.56,5663.65,8517.22,243.17,369.73,0.08,46.13,9.25,26.15,6.34,221.75,70.26,724.57,253.63,969.9,175.85,1253.64,193.39
3,Hotspot-MOR,6.29,6890.81,11551.48,655.92,878.48,0.08,99.74,9.22,19.62,2.43,188.78,65.04,741.71,281.78,1224.15,245.87,1878.19,310.75
3,Hotspot-MOR,6.31,2727.4,7549.66,104.87,158.28,0.08,35.27,5.54,10.65,2.78,103.7,32.71,342.61,122.46,485.45,90.79,640.02,97.17
3,Hotspot-MOR,6.61,7360.86,8468.93,263.06,381.13,0.08,116.68,10.18,28.33,5.84,268.4,90.21,960.11,349.25,1371.42,243.99,1698.21,253.11
3,Hotspot-MOR,8.17,4489.51,8649.93,135.18,210.99,0.08,50.33,6.57,16.09,4.19,158.9,51.28,555.96,199.49,764.77,137.71,972.06,150.56
3,Hotspot-MOR,9.33,886.23,10381.22,33.75,85.77,0.08,11.47,0.78,2.11,0.57,20.37,7.72,94.85,37.48,173.32,36.26,313.89,50.2
3,Hotspot-MOR,9.54,3473.25,8489.6,122.58,189.17,0.08,22.96,4.54,10.72,3.38,112.58,36.49,400.18,151.78,606.58,114.81,830.36,136.61
3,Hotspot-MOR,10.22,6882.69,9045.01,236.64,316.84,0.08,46.39,10.76,28.98,9.56,278.27,86.29,891.98,310.07,1186.39,210.63,1497.1,228.97
3,Hotspot-MOR,10.31,6893.41,9380.14,345.9,439.28,0.08,41.88,13.63,31.73,9.4,260.76,82.19,833.82,300.66,1229.55,233.43,1747.17,287.28
3,Hotspot-MOR,10.75,2645.85,8611.08,87.95,141.42,0.08,8.8,3.38,8.02,2.42,80.53,28.52,311.07,117.14,472.74,90.2,675.48,115.54
3,Hotspot-MOR,10.99,3736.61,9036.25,133.88,209.22,0.08,15.31,4.5,10.72,2.96,107.99,38.1,423.69,163.28,679.95,126.95,961.44,158.36
3,Hotspot-MOR,11.51,1376.68,9438.28,62.07,121.92,0.08,13.43,1.4,4.09,1.24,38.32,13.28,141.38,60.43,246.58,48.85,381.25,65.42
3,Hotspot-MOR,12.03,3876.74,8045.21,105.4,148.06,0.08,13.35,4.06,11.96,3.33,115.7,38.72,430.56,165.54,687.62,130.55,990.54,166.38
3,Hotspot-MOR,12.49,2493.2,8194.77,192.18,253.52,0.08,40.72,3.24,6.14,1.48,56.56,20.3,235.18,96.41,425.76,86.13,660.93,113.33
3,Hotspot-MOR,13.67,5044.29,9640.48,585.4,585.25,0.08,92.51,6.86,19.6,7.91,192.63,62.16,647.3,230.49,879.05,162.98,1176.96,191.18
3,Hotspot-MOR,16.82,14502.96,10290.46,3769.36,2991.54,0.08,558.83,14.31,46.24,3.08,439.67,157.13,1673.13,597.5,2352.42,433.5,3123.28,454.72
3,Hotspot-MOR,17.32,4247.16,7922.64,116.84,177.97,0.08,15.06,6.49,17.87,6.46,154.82,50.74,524.91,184.52,746.05,137.75,1030.33,169.78
3,Hotspot-MOR,17.56,8983.53,7162.19,1305.36,1269.93,0.08,338.98,13.91,37.59,3.3,331.07,108.42,1109.76,387.79,1466.6,272.03,1954.12,295.17
3,Hotspot-MOR,17.78,4900.62,7925.7,132.81,190.46,0.08,23.97,8.99,22.99,7.99,186.69,59.25,591.93,212.74,809.66,149.82,1135.51,182.4
3,Hotspot-MOR,19.06,2863.21,9269.03,108.14,144,0.08,11.34,3.98,8.98,4.2,88.11,31.12,334.46,122.54,507.96,95.76,726.46,117.55
3,Hotspot-MOR,24,3976.1,8656.2,131.27,159.73,0.08,13.13,4.36,12.43,5.87,125.59,41.97,432.1,154.53,642.97,116.14,880.13,138.68
3,Hotspot-MOR,25.18,5196.78,8536.06,197.71,204.46,0.08,21.88,7.61,21.11,9.79,190.33,61.87,633.9,217.83,869.51,161.65,1183.86,189.98
3,Hotspot-MOR,29.43,6591.35,7981.23,1147.07,776.72,0.08,112.25,10.78,31.26,11.85,260.89,84.98,832.44,298.19,1112.41,202.12,1478.23,234.76
3,Hotspot-MOR,4.77,3392.48,9215.27,142.26,215.63,0.07,80.06,7.93,15.98,3.72,123.59,41.62,429.52,149.51,568.66,101.06,727.57,104.72
3,Hotspot-MOR,7.11,5404.5,8322.19,209.91,320.61,0.07,44.42,11.56,26.98,7.02,208.97,68.15,696.34,237.64,923.16,166.04,1197.69,181.48
3,Hotspot-MOR,7.16,4548.1,8809.16,119.42,200.3,0.07,39.07,6.31,15.94,4.28,161.3,51.75,556.74,202.86,791.68,141.29,1002.52,153.6
3,Hotspot-MOR,7.27,2990.41,8828.63,61.61,119.13,0.07,22.23,4.84,10.31,2.83,96.31,32.54,354.9,132.22,519.08,93.64,669.26,104.84
3,Hotspot-MOR,8.23,2273.97,8934.73,103.59,218.43,0.07,13.13,4.16,10.11,3.23,90.05,31.07,334.41,111.56,482.49,93.99,714.43,116.79
3,Hotspot-MOR,8.94,2368.56,10443.73,267.88,361.76,0.07,48.15,2.61,6.25,1.52,68.2,24.12,280.38,103.32,457,89.78,743.74,114.8
3,Hotspot-MOR,9.94,8261.15,9469.44,470.91,573.95,0.07,59.92,17.35,40.34,10.96,317.84,103.12,1024.5,373.95,1492.07,280.48,2079.39,339.51
3,Hotspot-MOR,9.97,5358.26,9694.29,186.01,254.76,0.07,21.81,5.61,16.2,4.96,160.09,54.62,617.19,223.44,948.48,183.61,1406.55,228.36
3,Hotspot-MOR,10.42,8572.61,9873.8,390.09,384.68,0.07,99.58,10.89,25.44,5.12,248.11,83.05,926.41,362.45,1462.69,283.69,2147.28,359.02
3,Hotspot-MOR,10.6,3207.9,8785.14,117.86,194.21,0.07,29.04,4.3,11.21,3.41,111.29,36.7,412.8,156.09,642.63,120.3,900.62,147.14
3,Hotspot-MOR,12.67,4177.93,8584.75,147.3,212.03,0.07,17.32,6.09,15.73,3.87,132.73,44.95,494.81,184.26,750.29,141.3,1078.45,178.46
3,Hotspot-MOR,13.06,4965.83,9595.11,551,433.96,0.07,86.82,5.71,14.35,3.47,140.05,52.41,578.34,218.04,906.26,179.49,1375.72,222.97
3,Hotspot-MOR,14.67,3132.65,8453.12,82.98,131.48,0.07,7.8,3.79,10.99,2.83,94.48,32.91,352.07,134.98,559.81,108.46,845.95,136.81
3,Hotspot-MOR,15.84,2029.92,8249.88,155.6,198.97,0.07,36.22,3.18,6.24,1.54,53.8,18.05,202.7,80.85,356.38,71.3,571.89,96.82
3,Hotspot-MOR,15.85,1858.58,9096,317.57,320.84,0.07,45.72,2.7,6.01,1.05,53.37,18.85,202.91,76.9,315.39,62.86,471.11,75.45
3,Hotspot-MOR,16.2,4290.84,8146.12,108.11,163.23,0.07,21.18,8.85,20.42,6.62,161.25,50.63,509.87,173.87,669.25,124.98,942.25,150.51
3,Hotspot-MOR,4.45,4971.32,10131.89,645.88,1392.16,0.06,108.25,5.15,11.81,0.96,93.56,37.46,452.69,185.11,815.34,173.89,1322.78,199.87
3,Hotspot-MOR,4.71,4022.43,9080.96,230.31,405.05,0.06,43.52,5.26,15.06,3.25,158.05,57.71,626.78,214.5,874.74,157.21,1105.06,161.7
3,Hotspot-MOR,5.32,4978.13,10656.7,163.12,290.28,0.06,36.65,5.97,14.95,4.03,153.31,52.97,584.7,217.12,875.7,161.7,1194.94,191.73
3,Hotspot-MOR,5.87,4072.34,8720,100.98,177.13,0.06,35.71,5.77,13.85,3.47,136.93,45.91,494.74,182,714.51,126.37,884.59,138.78
3,Hotspot-MOR,6.41,2992.84,10865.73,174.46,287.02,0.06,51.2,3.09,8.84,2.57,90.74,31.95,355.67,133.32,552.48,104.19,779.4,128.06
3,Hotspot-MOR,7.56,3277.03,8551.74,75.49,135.87,0.06,28.59,4.33,10.44,2.92,106.86,34.96,373.86,141.19,560.07,100.96,695.48,111.14
3,Hotspot-MOR,7.76,2508.45,7924.14,64.86,119.69,0.06,15.65,4.98,10.68,3.98,97.31,30.82,317.79,113.38,430.82,72.93,536.25,82.84
3,Hotspot-MOR,8.2,4492.26,8742.92,172.78,252.96,0.06,40.86,6.5,15.39,4.22,149.38,50.47,541.34,203.98,800.9,150.09,1068.32,169.02
3,Hotspot-MOR,8.91,1926.81,9931.81,35.85,68.51,0.06,10.5,3.46,8.33,2.73,69.81,22.03,232.38,84.59,331.44,61,436.16,70.95
3,Hotspot-MOR,9,4936.19,9631.9,284.16,376.53,0.06,26.3,8.97,23.47,7.02,203.16,69.18,713.86,248.56,1039,198.96,1510.33,251.72
3,Hotspot-MOR,9.31,2063.06,7079.89,269.11,268.47,0.06,91.66,3.22,7.58,1.81,72.08,24.86,255.78,90.98,365.07,66.78,471.78,73.62
3,Hotspot-MOR,9.76,2916.85,8395.19,158.43,193.42,0.06,33.64,3.63,8.91,3.3,86.85,31.59,346.48,129.08,514.61,99.64,756.47,124.54
3,Hotspot-MOR,10.02,5762,9385.4,193.7,267.03,0.06,22.22,5.55,16.64,4.29,163.21,55.96,627.63,237.51,1006.21,194.67,1498.48,253.64
3,Hotspot-MOR,10.25,2011.59,9219.92,113.83,96.55,0.06,23.33,4.2,8.15,1.49,67.99,21.5,231.47,83.7,334.4,64.63,484.92,78.09
3,Hotspot-MOR,10.66,2434.68,10643.85,278.54,380.07,0.06,41.55,2.79,6.66,1.59,69.97,24.28,294.43,106.31,474.66,94.53,774.22,122.18
3,Hotspot-MOR,12.16,4890.6,7755.82,108.78,161.77,0.06,19.32,8.52,20.73,8.07,176.99,56.37,576.96,206.37,805.1,146.54,1071.88,168.42
3,Hotspot-MOR,12.16,5722.26,9357.64,225.99,298.21,0.06,18.64,5.25,11.91,2.74,140.12,49.3,584.74,234.15,1010.98,195.8,1467.97,253.66
3,Hotspot-MOR,12.66,4147.62,9356.49,299.13,392.96,0.06,61.03,5.23,14.17,5.16,150.03,49.8,524.15,191.34,749.66,142.12,1054.5,171.7
3,Hotspot-MOR,12.92,7102.99,8775.55,261.84,341.38,0.06,39.21,7.47,19.44,3.88,196.97,66.94,746.42,292.96,1233.12,236.15,1814.68,305.11
3,Hotspot-MOR,13,4975.09,9006.24,101.09,166.29,0.06,17.2,7.13,18.97,5.88,151.5,45.98,458.93,169.24,620.2,112.5,817.04,131.16
3,Hotspot-MOR,13.35,4059.89,8858.83,120.28,194.56,0.06,20.04,8.77,19.3,5.24,158.69,50.72,512.58,182.47,700.79,124.68,887.75,137.55
3,Hotspot-MOR,13.83,1882.99,8470.28,300.55,254.39,0.06,55.41,3.16,6.27,1.87,61.2,20.97,225.99,81.01,339.99,63.73,478.73,78.58
3,Hotspot-MOR,14.41,2094.25,9565.44,456.78,476.77,0.06,59.35,3.03,7.46,0.86,65.78,22.3,243.33,88.78,370.74,70.94,558.08,88.92
3,Hotspot-MOR,14.42,2838.12,8313.03,261.4,290.52,0.06,73.51,3.95,9.74,2.07,88.9,30.38,330.98,121.3,503.13,95.56,739.05,119.94
3,Hotspot-MOR,15.26,4495.17,8121.38,167.82,235.57,0.06,30.69,7.18,17.12,5.58,157.93,50.57,535.91,194.44,784.18,145.05,1086.59,175.89
3,Hotspot-MOR,15.69,2462.99,7911.77,258.31,314.71,0.06,31.87,3.39,10.44,3.29,87.75,30.17,306.97,105.39,418.34,79.1,587.85,93.36
3,Hotspot-MOR,16.36,1886.19,9408.33,415.55,404.31,0.06,48.15,2.58,5.86,1.02,54.65,19.36,207.72,77.86,320.77,63.3,488.44,78.69
3,Hotspot-MOR,17.99,1980.93,9300.88,58.54,93.31,0.06,8.9,3.19,6.62,3.04,60.33,21.49,232.27,83.33,342.47,64.79,496.37,80.9
3,Hotspot-MOR,18.04,4685.54,7712.64,803.09,615.05,0.06,98.76,6.92,19.51,6.21,185.66,60.65,605.66,202.87,776.5,141.16,1007.31,154.01
3,Hotspot-MOR,18.99,1321.42,8239.7,32.05,61.04,0.06,8.88,3.38,6.2,2.59,51.67,15.58,162.65,58.82,230.98,43.42,323.83,53.46
3,Hotspot-MOR,20.38,1340.27,8992.97,128.79,158.77,0.06,26.37,2.28,4.29,1.15,36.26,13.13,146.07,55.87,234.65,46.24,362.25,61.56
3,Hotspot-MOR,21.71,4135.38,8914.01,697.3,549.84,0.06,50.8,5.07,14,3.89,140.16,47.06,489.81,179.17,712.29,133.43,988.12,166.52
3,Hotspot-MOR,24.14,1658.2,9072.59,28.34,64.58,0.06,5.47,2.48,5.6,1.8,51.61,16.84,181.34,71.2,294.74,59.86,477.77,82
3,Hotspot-MOR,24.24,2260.19,8235.71,33.73,59.31,0.06,9.04,4.03,10.25,3.97,86.55,27.6,281.5,97.67,391.52,72.57,565.83,94.88
3,Hotspot-MOR,30.55,2101.21,8349.22,36.3,57.53,0.06,8.88,5.22,10.22,4.6,75.18,22.87,228.65,82.7,314.45,58.22,439.88,75.46
3,Hotspot-MOR,48.78,727.6,12719.02,16.19,26.97,0.06,36.34,0.61,2.03,0.95,21.4,6.57,78.11,32.34,139.97,28.06,214.8,38
3,Hotspot-MOR,4.34,10567.32,12454.56,876.7,1172.91,0.05,245.68,6.46,17.52,1.59,184.18,78.6,987.49,403.51,1811.31,378.64,2955.04,476.28
3,Hotspot-MOR,4.99,3944.86,10936.09,153.12,255.82,0.05,32.24,5.03,12.76,2.37,124.99,40.76,454.13,167.73,669.75,121.97,861.6,134.43
3,Hotspot-MOR,5.49,1125.12,10699.46,307.83,425.84,0.05,26.79,3.16,3.83,2.11,27.07,9.16,97.35,39.43,195.1,46.87,444.83,93.21
3,Hotspot-MOR,7.26,4024.81,8517.95,160.53,246.77,0.05,35.54,5.53,16.39,4.36,145.37,48.79,506.65,171.27,685.17,126.73,912.31,141.73
3,Hotspot-MOR,7.91,4018.18,8500.6,218.4,296.65,0.05,27.05,7.84,18.58,5.56,150.17,46.48,490.59,181.18,742.25,140.65,1097.49,190.16
3,Hotspot-MOR,7.92,4026.27,10086.66,171.39,258.6,0.05,29.65,5.79,12.92,2.6,135.27,44.25,476.26,175.04,695.17,126.66,920.87,145.29
3,Hotspot-MOR,8.09,2334.07,7982.28,59.11,105.96,0.05,14.51,4.68,10.05,3.71,94.64,29.18,291.68,103.86,402.16,70.45,501.43,76.43
3,Hotspot-MOR,8.18,2888.05,8962.35,230.15,351.58,0.05,72.26,3.74,9.98,2.38,100.26,34.38,365.29,127.49,489.53,89.56,643.41,97.06
3,Hotspot-MOR,8.31,4901.36,9537.23,189.47,293.41,0.05,28.36,7.57,20.6,5.49,181.48,57.71,603.04,220.16,858.01,157.6,1159.17,189.45
3,Hotspot-MOR,8.4,2816.6,10331.25,91.53,161.76,0.05,19.09,4.28,10.35,2.36,94.77,31.23,329.3,117.42,468.43,85.66,606.16,95.93
3,Hotspot-MOR,8.59,7194.72,10674.71,688.93,873.54,0.05,163.59,5.22,17.5,3.81,187.37,70.44,814.8,308.08,1355.99,266.78,2090.83,338.4
3,Hotspot-MOR,8.81,2112.47,8253.39,313.06,345.17,0.05,84.95,3.19,6.81,1.47,66.59,22.73,243.67,92.3,354.21,68.25,486.78,76.05
3,Hotspot-MOR,8.98,2096.89,10012.22,51.89,95.65,0.05,12.93,3.17,5.99,1.65,50.45,16.33,180.08,77.66,305.23,60.31,456.96,79.63
3,Hotspot-MOR,9.14,5557.69,9780.74,250.17,321.07,0.05,34.57,12.21,26.87,8.03,221.29,72.92,740.68,253.07,1046.47,195.86,1508.05,244.13
3,Hotspot-MOR,9.16,5040.24,8963.19,163.95,236.82,0.05,28.08,6.2,16.36,5.17,160.84,52.83,582.26,220.25,884.16,168.31,1211.72,196.27
3,Hotspot-MOR,9.32,1016.26,9008.29,60.26,118.58,0.05,28.01,1.31,3.19,0.69,27.6,10.37,115.6,42.34,182.63,37.02,285.9,45.3
3,Hotspot-MOR,10.29,4369.34,7939.2,131.76,194.52,0.05,21.85,6.68,17.96,6.26,162.91,52.02,543.23,200.81,785.09,145.03,1069.71,174.05
3,Hotspot-MOR,10.33,3856.76,10676.37,465.32,425.08,0.05,39.7,5.13,13.83,4.44,138.64,47.22,498.36,172.39,713.24,129.46,1026.1,166.67
3,Hotspot-MOR,10.62,2693.55,8074.87,620.17,520.63,0.05,119.7,4.1,9.66,2.16,87.99,31.67,331.58,115.07,466.38,84.54,595.24,95.31
3,Hotspot-MOR,10.75,2470.91,7136.75,343.85,303.8,0.05,117.85,4.45,8.7,2.45,83.76,28.75,299.05,107.4,416.62,75.61,533.34,84.73
3,Hotspot-MOR,10.8,1831.91,9944.68,53.81,97.86,0.05,10.13,2.73,6.43,1.7,58.03,19.09,206.73,79.27,330.8,63.78,503.36,83.73
3,Hotspot-MOR,11.51,8339.29,8190.3,757.08,1045.19,0.05,248.71,8.34,28.32,6.98,293.63,100.78,1051.99,358.03,1423.37,255.31,1773.62,258.78
3,Hotspot-MOR,11.54,2151.96,9796.9,100.18,149.9,0.05,11.77,3.08,6.28,2.48,63.48,22.02,232.52,89.2,370.84,69.78,526.82,86.05
3,Hotspot-MOR,11.74,4677.5,8636.4,181.97,282.08,0.05,26.56,6.53,16.65,3.17,141.42,50.44,553.63,202.55,870.39,166.11,1281.29,202.54
3,Hotspot-MOR,12.22,3187.25,8164.31,561.06,529.27,0.05,65.28,4.48,12.27,3.62,122.96,39.2,405.14,142.96,544.57,97.34,677.47,105.63
3,Hotspot-MOR,12.3,2156.62,9572.54,94.5,142.91,0.05,11.41,3.46,7.46,2.95,62.69,20.91,236.94,89.94,369.58,68.58,512.47,84.56
3,Hotspot-MOR,13.19,2939.65,8904.68,256.43,193.54,0.05,32.32,4.26,9.34,2.24,88.55,28.07,300.61,122.57,472.13,88.66,655.19,109.79
3,Hotspot-MOR,14.63,1689.82,9152.49,70.55,108.62,0.05,10.64,1.29,3.23,1,36.77,13.7,164.72,67.83,309.66,63.12,521.16,91.91
3,Hotspot-MOR,15.12,1094.19,9295.05,26.65,54.98,0.05,6.01,0.86,2.29,0.69,25.99,9.72,116.19,46.97,217.81,45.82,377.88,70.03
3,Hotspot-MOR,16.16,5021.34,9972.93,1142.8,1123.15,0.05,88.61,3.9,13.34,4.3,142.06,53.46,569.41,209.99,888.42,170,1297.16,205.5
3,Hotspot-MOR,16.96,3209.7,8463.48,95.18,144.14,0.05,13.13,5.43,11.92,2.94,99.74,33.22,358.43,133.16,569.81,108.09,849,143.85
3,Hotspot-MOR,17.3,2261.36,9155.46,72.58,106.14,0.05,10.02,3.68,7.66,3.53,77.4,25.27,262.53,93.78,392.56,71.65,530.97,86.64
3,Hotspot-MOR,17.5,2024.27,11073.54,97.93,111.92,0.05,87.55,3.8,6.07,1.87,51.01,16.74,197.36,83.94,373.02,81.35,693.78,113.39
3,Hotspot-MOR,18.05,2503.61,8231.74,48.75,92.33,0.05,4.45,3.55,9.95,3.78,88.78,29.31,296.01,107.94,427.99,85.06,639.78,107.95
3,Hotspot-MOR,18.23,4042.73,8602.57,96.01,131.93,0.05,8.83,4.21,11.73,3.18,115.68,38.33,430.28,165.63,703.79,136.31,1071.69,186.26
3,Hotspot-MOR,18.81,2446.06,9077.59,82.23,114.57,0.05,9.15,3.8,7.9,3.69,80.89,27.59,296.84,105.52,430.83,81.06,605.57,101.31
3,Hotspot-MOR,19.22,2968.47,8038.09,75.81,115.92,0.05,6.16,3.66,10.44,3.04,91.94,31.39,338.59,124.72,527.63,101.43,795.72,132.84
3,Hotspot-MOR,20.65,3870.64,8683.09,216.19,228.42,0.05,19.41,4.02,10.12,2.63,107.15,36.49,415.7,163.27,691.52,138.45,1082.22,186.75
3,Hotspot-MOR,22.79,1931.5,8656.67,44.4,79.51,0.05,7.77,3.28,6.46,2.23,57.04,19.97,213.58,78.89,327.5,66.29,507.96,87.54
3,Hotspot-MOR,3.6,15272.12,10952.31,544.16,828.92,0.04,189.27,9.62,34.62,5.69,405.39,156.53,1778.39,651.11,2478.98,447.28,2949.95,419.94
3,Hotspot-MOR,5.07,4301.58,10961.6,97.27,181.59,0.04,30.07,5.01,12.3,3.63,126.28,41.11,446.24,170.81,626.77,111.96,781.53,120.05
3,Hotspot-MOR,6.37,3677.55,8484.17,126.96,211.92,0.04,22.09,5.99,15.39,4.02,142.8,44.84,458.78,162.54,614.01,113.43,799.79,124.89
3,Hotspot-MOR,6.8,4429.12,9673.14,130.68,216.31,0.04,29.42,5.91,14.31,3.7,149.98,48.92,528.21,189.62,755.96,136.18,950.14,149.77
3,Hotspot-MOR,7.28,2887.62,8863.2,57.72,113.9,0.04,21.31,4.82,10.19,2.78,94.82,32.12,345.51,126.66,512.09,90.45,650.7,104.49
3,Hotspot-MOR,7.37,1728.96,8792.11,40.47,93.8,0.04,31.8,2.02,5.14,1.53,51.2,17.87,198.01,76.81,306.59,56.52,414.33,67.69
3,Hotspot-MOR,7.49,1438.28,8967.3,145.06,223.39,0.04,51.13,2.03,4.73,0.86,41.37,15.34,162.24,61.43,259.03,50.06,363.3,57.99
3,Hotspot-MOR,7.73,2438.19,8018.19,64.33,119.27,0.04,16.16,5.03,10,3.45,92.35,29.62,300.42,108.38,405.29,73.18,512.56,79.64
3,Hotspot-MOR,8.02,2000.16,8834.83,520.67,1471.78,0.04,93.91,2.32,4.66,0.62,40.17,16.08,192.06,80.31,382.82,88.37,743.64,128.89
3,Hotspot-MOR,8.28,2469.1,8341.36,109.07,224.35,0.04,43.39,2.81,8.42,2.36,82.42,27.97,301.62,110.79,432.17,77.83,565.61,90.73
3,Hotspot-MOR,8.35,3045.95,9060.49,146.78,245.75,0.04,13.02,5.69,12.85,3.35,109.03,35.42,370.82,137.45,581.84,112.27,869.69,151.45
3,Hotspot-MOR,8.37,3552.27,8440.33,112.71,178.88,0.04,18.81,5.14,11.89,3.64,116.97,38.95,425.82,156.45,633.09,118.53,861.97,140.35
3,Hotspot-MOR,8.59,2698.81,10792.27,189.45,244.27,0.04,52.48,2.94,7.98,2.69,82.6,29.42,322.96,122.96,492.49,94.23,700.46,110.45
3,Hotspot-MOR,8.88,2935.13,9308.83,95.3,165.82,0.04,17.38,3.96,10,2.01,90.41,30.93,344.54,121.32,528.48,103.03,798.32,131.77
3,Hotspot-MOR,9.08,1848.79,8384.08,52.9,107.09,0.04,31.13,2.26,5.91,1.98,59.23,19.9,219.54,80.01,318.39,60.59,433.05,68.41
3,Hotspot-MOR,9.16,1503.34,7545.38,180.28,197.78,0.04,57.72,2.3,5.48,1.31,50.26,16.05,173.85,64.46,261.63,47.97,349.58,55.86
3,Hotspot-MOR,9.19,4731.41,11878.11,846.37,1246.83,0.04,116.25,3.88,11.55,1.8,120.85,45.18,514.43,192.47,835.82,166.35,1224.31,186
